line_id,order_id,so_number,product_code,quantity,unit_price,line_total,created_at
56,14,BH25.0015,000218003001000,2.0,1270000.0,2540000.0,2026-05-27 14:54:43
57,14,BH25.0015,000218003005000,1.0,1270000.0,1270000.0,2026-05-27 14:54:43
58,14,BH25.0015,000214004000000,2.0,1250000.0,2500000.0,2026-05-27 14:54:43
59,14,BH25.0015,000224002026000,1.0,1130000.0,1130000.0,2026-05-27 14:54:43
60,15,BH25.0016,000226003015000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
61,15,BH25.0016,000225002023000,5.0,1180000.0,5900000.0,2026-05-27 14:54:43
62,15,BH25.0016,000224002023000,3.0,1130000.0,3390000.0,2026-05-27 14:54:43
63,15,BH25.0016,000216003008000,2.0,1200000.0,2400000.0,2026-05-27 14:54:43
64,15,BH25.0016,000226003023000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
65,15,BH25.0016,000225002002000,2.0,1180000.0,2360000.0,2026-05-27 14:54:43
66,15,BH25.0016,000225002025000,1.0,1180000.0,1180000.0,2026-05-27 14:54:43
67,15,BH25.0016,000401002022000,10.0,1300000.0,13000000.0,2026-05-27 14:54:43
68,15,BH25.0016,000216003001000,3.0,1200000.0,3600000.0,2026-05-27 14:54:43
69,15,BH25.0016,000331002022000,2.0,1250000.0,2500000.0,2026-05-27 14:54:43
70,13,BH25.0017,000225002023000,5.0,1180000.0,5900000.0,2026-05-27 14:54:43
71,13,BH25.0017,000225002002000,5.0,1180000.0,5900000.0,2026-05-27 14:54:43
72,13,BH25.0017,000225002009000,5.0,1180000.0,5900000.0,2026-05-27 14:54:43
73,13,BH25.0017,000224002002000,2.0,1130000.0,2260000.0,2026-05-27 14:54:43
74,13,BH25.0017,000224002023000,2.0,1130000.0,2260000.0,2026-05-27 14:54:43
75,13,BH25.0017,000224002009000,1.0,1130000.0,1130000.0,2026-05-27 14:54:43
76,12,BH25.0018,000226003002000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
77,12,BH25.0018,000330002001000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
78,12,BH25.0018,000224002015000,1.0,1130000.0,1130000.0,2026-05-27 14:54:43
79,12,BH25.0018,000224002026000,1.0,1130000.0,1130000.0,2026-05-27 14:54:43
80,12,BH25.0018,000225002023000,2.0,1180000.0,2360000.0,2026-05-27 14:54:43
81,12,BH25.0018,000125002009000,1.0,1050000.0,1050000.0,2026-05-27 14:54:43
82,12,BH25.0018,000125002013000,1.0,1050000.0,1050000.0,2026-05-27 14:54:43
83,12,BH25.0018,000333002001000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
84,12,BH25.0018,000333002022000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
85,12,BH25.0018,000226003014000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
86,12,BH25.0018,000314002005000,10.0,1200000.0,12000000.0,2026-05-27 14:54:43
87,19,BH25.0019,1000210020090000,4.0,1062314.81,4249259.0,2026-05-27 14:54:43
88,19,BH25.0019,1000340010090000,4.0,1418796.3,5675185.0,2026-05-27 14:54:43
89,19,BH25.0019,1000250020050000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
90,19,BH25.0019,1000330010240000,4.0,1490092.59,5960370.0,2026-05-27 14:54:43
91,19,BH25.0019,1040010000080000,4.0,1490092.59,5960370.0,2026-05-27 14:54:43
92,19,BH25.0019,000124002009000,1.0,1775277.78,1775278.0,2026-05-27 14:54:43
93,19,BH25.0019,1000320010090000,4.0,1703981.48,6815926.0,2026-05-27 14:54:43
94,19,BH25.0019,000226003015000,3.0,1996296.3,5988889.0,2026-05-27 14:54:43
95,19,BH25.0019,000227002009000,1.0,1846574.07,1846574.0,2026-05-27 14:54:43
96,19,BH25.0019,000330002002200,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
97,19,BH25.0019,000231003002000,5.0,2844722.22,14223611.0,2026-05-27 14:54:43
98,19,BH25.0019,000217003005000,1.0,1846574.07,1846574.0,2026-05-27 14:54:43
99,19,BH25.0019,000225002007000,1.0,1917870.37,1917870.0,2026-05-27 14:54:43
100,20,BH25.0020,000331002008000,30.0,2076388.88,62291666.0,2026-05-27 14:54:43
101,20,BH25.0020,000331002022000,30.0,2076388.88,62291666.0,2026-05-27 14:54:43
102,21,BH25.0021,000218002007000,40.0,2175925.92,87037037.0,2026-05-27 14:54:43
103,22,BH25.0022,1000210020090000,1.0,1062314.81,1062315.0,2026-05-27 14:54:43
104,22,BH25.0022,1000340010090000,2.0,1418796.3,2837593.0,2026-05-27 14:54:43
105,22,BH25.0022,1000220020220000,2.0,1133611.11,2267222.0,2026-05-27 14:54:43
106,22,BH25.0022,1000250020050000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
107,22,BH25.0022,1000270020150000,2.0,1133611.11,2267222.0,2026-05-27 14:54:43
108,22,BH25.0022,1000330010240000,2.0,1490092.59,2980185.0,2026-05-27 14:54:43
109,22,BH25.0022,1040010000080000,1.0,1490092.59,1490093.0,2026-05-27 14:54:43
110,22,BH25.0022,1000320010090000,2.0,1703981.48,3407963.0,2026-05-27 14:54:43
111,22,BH25.0022,000304002004000,2.0,1960648.15,3921296.0,2026-05-27 14:54:43
112,22,BH25.0022,000330002002200,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
113,22,BH25.0022,000314002019000,1.0,2488240.74,2488241.0,2026-05-27 14:54:43
114,22,BH25.0022,000231003002000,1.0,2844722.22,2844722.0,2026-05-27 14:54:43
115,22,BH25.0022,000217003005000,1.0,1846574.07,1846574.0,2026-05-27 14:54:43
116,22,BH25.0022,000225002007000,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
117,23,BH25.0023,1000210020090000,4.0,1062314.81,4249259.0,2026-05-27 14:54:43
118,23,BH25.0023,1000340010090000,4.0,1418796.3,5675185.0,2026-05-27 14:54:43
119,23,BH25.0023,1000220020220000,2.0,1133611.11,2267222.0,2026-05-27 14:54:43
120,23,BH25.0023,1000330010240000,4.0,1490092.59,5960370.0,2026-05-27 14:54:43
121,23,BH25.0023,1000270020150000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
122,23,BH25.0023,1000320010090000,4.0,1703981.48,6815926.0,2026-05-27 14:54:43
123,23,BH25.0023,000304002004000,1.0,1960648.15,1960648.0,2026-05-27 14:54:43
124,23,BH25.0023,000330002002200,4.0,1917870.37,7671481.0,2026-05-27 14:54:43
125,23,BH25.0023,000217003005000,3.0,1846574.07,5539722.0,2026-05-27 14:54:43
126,23,BH25.0023,000231003002000,3.0,2844722.22,8534167.0,2026-05-27 14:54:43
127,23,BH25.0023,000217004005000,1.0,2488240.74,2488241.0,2026-05-27 14:54:43
128,23,BH25.0023,000225002007000,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
129,24,BH25.0024,1000210020090000,3.0,1062314.81,3186944.0,2026-05-27 14:54:43
130,24,BH25.0024,1000250020050000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
131,24,BH25.0024,1000270020150000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
132,24,BH25.0024,1040010000080000,2.0,1490092.59,2980185.0,2026-05-27 14:54:43
133,24,BH25.0024,000123002009000,2.0,1561388.89,3122778.0,2026-05-27 14:54:43
134,24,BH25.0024,000124002009000,3.0,1775277.78,5325833.0,2026-05-27 14:54:43
135,24,BH25.0024,1000320010090000,1.0,1703981.48,1703981.0,2026-05-27 14:54:43
136,24,BH25.0024,000330002002200,1.0,1917870.37,1917870.0,2026-05-27 14:54:43
137,24,BH25.0024,000231003002000,1.0,2844722.22,2844722.0,2026-05-27 14:54:43
138,24,BH25.0024,000217003005000,3.0,1846574.07,5539722.0,2026-05-27 14:54:43
139,24,BH25.0024,000217004005000,3.0,2488240.74,7464722.0,2026-05-27 14:54:43
140,25,BH25.0025,1000210020090000,9.0,1062314.81,9560833.0,2026-05-27 14:54:43
141,25,BH25.0025,1000340010090000,1.0,1418796.3,1418796.0,2026-05-27 14:54:43
142,25,BH25.0025,1000220020090000,3.0,1133611.11,3400833.0,2026-05-27 14:54:43
143,25,BH25.0025,1000270020220000,2.0,1133611.11,2267222.0,2026-05-27 14:54:43
144,25,BH25.0025,1000250020220000,6.0,1133611.11,6801667.0,2026-05-27 14:54:43
145,25,BH25.0025,1040010000080000,4.0,1490092.59,5960370.0,2026-05-27 14:54:43
146,25,BH25.0025,1000330010240000,1.0,1490092.59,1490093.0,2026-05-27 14:54:43
147,25,BH25.0025,000123002009000,3.0,1561388.89,4684167.0,2026-05-27 14:54:43
148,25,BH25.0025,000124002009000,7.0,1775277.78,12426944.0,2026-05-27 14:54:43
149,25,BH25.0025,1000320010090000,1.0,1703981.48,1703981.0,2026-05-27 14:54:43
150,25,BH25.0025,000131002007000,9.0,1418796.3,12769167.0,2026-05-27 14:54:43
151,25,BH25.0025,000304002004000,3.0,1960648.15,5881944.0,2026-05-27 14:54:43
152,25,BH25.0025,000226003015000,9.0,1996296.3,17966667.0,2026-05-27 14:54:43
153,25,BH25.0025,000330002002200,1.0,1917870.37,1917870.0,2026-05-27 14:54:43
154,25,BH25.0025,000314002020000,4.0,2488240.74,9952963.0,2026-05-27 14:54:43
155,25,BH25.0025,000231003002000,2.0,2844722.22,5689444.0,2026-05-27 14:54:43
156,25,BH25.0025,000217003001000,6.0,1846574.07,11079444.0,2026-05-27 14:54:43
157,25,BH25.0025,000217004008000,2.0,2488240.74,4976481.0,2026-05-27 14:54:43
158,25,BH25.0025,000225002004000,7.0,1917870.37,13425093.0,2026-05-27 14:54:43
159,26,BH25.0026,1000220020090000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
160,26,BH25.0026,1040010000080000,1.0,1490092.59,1490093.0,2026-05-27 14:54:43
161,26,BH25.0026,000123002009000,2.0,1561388.89,3122778.0,2026-05-27 14:54:43
162,26,BH25.0026,000304002004000,1.0,1960648.15,1960648.0,2026-05-27 14:54:43
163,26,BH25.0026,000330002002200,1.0,1917870.37,1917870.0,2026-05-27 14:54:43
164,26,BH25.0026,000231003002000,1.0,2844722.22,2844722.0,2026-05-27 14:54:43
165,26,BH25.0026,000226003015000,1.0,1996296.3,1996296.0,2026-05-27 14:54:43
166,27,BH25.0027,000226003015000,8.0,1996296.3,15970370.0,2026-05-27 14:54:43
167,27,BH25.0027,000225002004000,7.0,1917870.37,13425093.0,2026-05-27 14:54:43
168,32,BH25.0028,1000210020090000,1.0,1062314.81,1062315.0,2026-05-27 14:54:43
169,32,BH25.0028,1000340010090000,2.0,1418796.3,2837593.0,2026-05-27 14:54:43
170,32,BH25.0028,1000220020090000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
171,32,BH25.0028,1000330010240000,2.0,1490092.59,2980185.0,2026-05-27 14:54:43
172,32,BH25.0028,1040010000080000,1.0,1490092.59,1490093.0,2026-05-27 14:54:43
173,32,BH25.0028,000225002004000,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
174,32,BH25.0028,1000320010090000,2.0,1703981.48,3407963.0,2026-05-27 14:54:43
175,32,BH25.0028,000226003015000,2.0,1996296.3,3992593.0,2026-05-27 14:54:43
176,32,BH25.0028,000227002009000,1.0,1846574.07,1846574.0,2026-05-27 14:54:43
177,32,BH25.0028,000231003002000,2.0,2844722.22,5689444.0,2026-05-27 14:54:43
178,35,BH25.0029,1000210020090000,3.0,1062314.81,3186944.0,2026-05-27 14:54:43
179,35,BH25.0029,1000340010090000,6.0,1418796.3,8512778.0,2026-05-27 14:54:43
180,35,BH25.0029,1000220020090000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
181,35,BH25.0029,1000250020220000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
182,35,BH25.0029,1000270020220000,3.0,1133611.11,3400833.0,2026-05-27 14:54:43
183,35,BH25.0029,1000330010240000,6.0,1490092.59,8940556.0,2026-05-27 14:54:43
184,35,BH25.0029,1040010000080000,2.0,1490092.59,2980185.0,2026-05-27 14:54:43
185,35,BH25.0029,1000320010090000,6.0,1703981.48,10223889.0,2026-05-27 14:54:43
186,35,BH25.0029,000226003015000,3.0,1996296.3,5988889.0,2026-05-27 14:54:43
187,35,BH25.0029,000227002009000,1.0,1846574.07,1846574.0,2026-05-27 14:54:43
188,35,BH25.0029,000330002002200,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
189,35,BH25.0029,000231003002000,5.0,2844722.22,14223611.0,2026-05-27 14:54:43
190,35,BH25.0029,000217003001000,2.0,1846574.07,3693148.0,2026-05-27 14:54:43
191,35,BH25.0029,000225002004000,7.0,1917870.37,13425093.0,2026-05-27 14:54:43
192,34,BH25.0030,1000210020090000,2.0,1062314.81,2124630.0,2026-05-27 14:54:43
193,34,BH25.0030,1000340010090000,5.0,1418796.3,7093982.0,2026-05-27 14:54:43
194,34,BH25.0030,1000220020090000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
195,34,BH25.0030,1000250020220000,1.0,1133611.11,1133611.0,2026-05-27 14:54:43
196,34,BH25.0030,1000270020220000,3.0,1133611.11,3400833.0,2026-05-27 14:54:43
197,34,BH25.0030,1000330010240000,5.0,1490092.59,7450463.0,2026-05-27 14:54:43
198,34,BH25.0030,000124002009000,2.0,1775277.78,3550556.0,2026-05-27 14:54:43
199,34,BH25.0030,1000320010090000,2.0,1703981.48,3407963.0,2026-05-27 14:54:43
200,34,BH25.0030,000226003015000,2.0,1996296.3,3992593.0,2026-05-27 14:54:43
201,34,BH25.0030,000227002009000,3.0,1846574.07,5539722.0,2026-05-27 14:54:43
202,34,BH25.0030,000330002002200,2.0,1917870.37,3835741.0,2026-05-27 14:54:43
203,34,BH25.0030,000231003002000,1.0,2844722.22,2844722.0,2026-05-27 14:54:43
204,34,BH25.0030,000217003001000,3.0,1846574.07,5539722.0,2026-05-27 14:54:43
205,34,BH25.0030,000217004008000,5.0,2488240.74,12441204.0,2026-05-27 14:54:43
206,34,BH25.0030,000225002004000,4.0,1917870.37,7671481.0,2026-05-27 14:54:43
207,33,BH25.0031,000413002001000,1.0,1450000.0,1450000.0,2026-05-27 14:54:43
208,33,BH25.0031,000413002003000,2.0,1450000.0,2900000.0,2026-05-27 14:54:43
209,33,BH25.0031,000413002022000,2.0,1450000.0,2900000.0,2026-05-27 14:54:43
210,36,BH25.0032,000208002007000,101.0,1498148.14,151312962.0,2026-05-27 14:54:43
211,36,BH25.0032,000216002007000,89.0,1498148.14,133335184.0,2026-05-27 14:54:43
212,31,BH25.0033,000331002008000,14.0,1250000.0,17500000.0,2026-05-27 14:54:43
213,31,BH25.0033,000331002022000,14.0,1250000.0,17500000.0,2026-05-27 14:54:43
214,31,BH25.0033,000216003005000,3.0,1200000.0,3600000.0,2026-05-27 14:54:43
215,31,BH25.0033,000216003008000,2.0,1200000.0,2400000.0,2026-05-27 14:54:43
216,31,BH25.0033,000216003001000,2.0,1200000.0,2400000.0,2026-05-27 14:54:43
217,31,BH25.0033,000207004000000,10.0,1250000.0,12500000.0,2026-05-27 14:54:43
218,28,BH25.0034,000217002007000,6.0,2212962.96,13277778.0,2026-05-27 14:54:43
219,30,BH25.0035,000226003015000,3.0,2592592.59,7777778.0,2026-05-27 14:54:43
220,29,BH25.0036,100029005001000,2.0,3222643.1,6445286.0,2026-05-27 14:54:43
221,29,BH25.0036,100029005020000,3.0,3222643.1,9667929.0,2026-05-27 14:54:43
222,29,BH25.0036,000208002007000,2.0,1100000.0,2200000.0,2026-05-27 14:54:43
223,29,BH25.0036,000208002023000,2.0,1100000.0,2200000.0,2026-05-27 14:54:43
224,29,BH25.0036,000209002025000,2.0,1150000.0,2300000.0,2026-05-27 14:54:43
225,29,BH25.0036,1000260020220000,1.0,470000.0,470000.0,2026-05-27 14:54:43
226,29,BH25.0036,000333002022000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
227,37,BH25.0037,000231003002000,25.0,1200000.0,30000000.0,2026-05-27 14:54:43
228,38,BH25.0038,000335002013000,60.0,1200000.0,72000000.0,2026-05-27 14:54:43
229,39,BH25.0039,000225002015000,3.0,1180000.0,3540000.0,2026-05-27 14:54:43
230,39,BH25.0039,000225002023000,2.0,1180000.0,2360000.0,2026-05-27 14:54:43
231,39,BH25.0039,000224002015000,1.0,1130000.0,1130000.0,2026-05-27 14:54:43
232,39,BH25.0039,000224002023000,2.0,1130000.0,2260000.0,2026-05-27 14:54:43
233,39,BH25.0039,000217003001000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
234,39,BH25.0039,000217002001000,2.0,1150000.0,2300000.0,2026-05-27 14:54:43
235,39,BH25.0039,000218002001000,2.0,1180000.0,2360000.0,2026-05-27 14:54:43
236,39,BH25.0039,000214004000000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
237,39,BH25.0039,000215004000000,2.0,1280000.0,2560000.0,2026-05-27 14:54:43
238,39,BH25.0039,000335002001000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
239,39,BH25.0039,000333002001000,10.0,1300000.0,13000000.0,2026-05-27 14:54:43
240,39,BH25.0039,000324000180000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
241,45,BH25.0040,000123002007000,2.0,2027777.78,4055556.0,2026-05-27 14:54:43
242,44,BH25.0041,000225002002000,35.0,1805555.56,63194445.0,2026-05-27 14:54:43
243,44,BH25.0041,000225002007000,35.0,1805555.56,63194445.0,2026-05-27 14:54:43
244,44,BH25.0041,000225002015000,40.0,1805555.56,72222222.0,2026-05-27 14:54:43
245,44,BH25.0041,000225002004000,40.0,1805555.56,72222222.0,2026-05-27 14:54:43
246,44,BH25.0041,000329002005000,77.0,2592592.59,199629629.0,2026-05-27 14:54:43
247,44,BH25.0041,000329002004001,78.0,2592592.59,202222222.0,2026-05-27 14:54:43
248,44,BH25.0041,1000350050220000,1.0,4066666.67,4066667.0,2026-05-27 14:54:43
249,44,BH25.0041,100028005020000,1.0,4066666.67,4066667.0,2026-05-27 14:54:43
250,46,BH25.0042,000225002007000,1.0,1898148.0,1898148.0,2026-05-27 14:54:43
251,46,BH25.0042,1050010000200000,1.0,1759259.0,1759259.0,2026-05-27 14:54:43
252,46,BH25.0042,1000210020090000,3.0,1076111.0,3228333.0,2026-05-27 14:54:43
253,42,BH25.0043,000224002004000,2.0,1842592.0,3685184.0,2026-05-27 14:54:43
254,42,BH25.0043,000225002007000,5.0,1898148.0,9490740.0,2026-05-27 14:54:43
255,42,BH25.0043,1000240020090000,3.0,1148333.0,3444999.0,2026-05-27 14:54:43
256,42,BH25.0043,1000270020150000,3.0,1148333.0,3444999.0,2026-05-27 14:54:43
257,43,BH25.0044,000226003015000,13.0,2037037.0,26481481.0,2026-05-27 14:54:43
258,41,BH25.0045,000217003005000,1.0,2453703.7,2453704.0,2026-05-27 14:54:43
259,41,BH25.0045,000217003008000,1.0,2453703.7,2453704.0,2026-05-27 14:54:43
260,40,BH25.0046,1040010000080000,1.0,1935185.19,1935185.0,2026-05-27 14:54:43
261,47,BH25.0047,000217002003000,5.0,2212962.96,11064815.0,2026-05-27 14:54:43
262,48,BH25.0048,000324000040000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
263,48,BH25.0048,000324000180000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
264,48,BH25.0048,000125002013000,2.0,1050000.0,2100000.0,2026-05-27 14:54:43
265,48,BH25.0048,000125002023000,2.0,1050000.0,2100000.0,2026-05-27 14:54:43
266,48,BH25.0048,000231003005000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
267,48,BH25.0048,000331002008000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
268,48,BH25.0048,000331002004000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
269,48,BH25.0048,000214004000000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
270,49,BH25.0049,000217004005000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
271,49,BH25.0049,000225002023000,4.0,1180000.0,4720000.0,2026-05-27 14:54:43
272,49,BH25.0049,000218003005000,1.0,1270000.0,1270000.0,2026-05-27 14:54:43
273,49,BH25.0049,000218003001000,1.0,1270000.0,1270000.0,2026-05-27 14:54:43
274,49,BH25.0049,000217003005000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
275,49,BH25.0049,000217003008000,1.0,1250000.0,1250000.0,2026-05-27 14:54:43
276,49,BH25.0049,000218004005000,1.0,1320000.0,1320000.0,2026-05-27 14:54:43
277,49,BH25.0049,000218004008000,1.0,1320000.0,1320000.0,2026-05-27 14:54:43
278,49,BH25.0049,000217004008000,1.0,1300000.0,1300000.0,2026-05-27 14:54:43
279,50,BH25.0050,1010020000050000,2.0,7490740.74,14981481.0,2026-05-27 14:54:43
280,51,BH25.0051,000324000040000,1.0,3879629.63,3879630.0,2026-05-27 14:54:43
281,52,BH25.0052,000225002025000,5.0,1180000.0,5900000.0,2026-05-27 14:54:43
282,52,BH25.0052,000225002009000,3.0,1180000.0,3540000.0,2026-05-27 14:54:43
283,52,BH25.0052,000225002002000,3.0,1180000.0,3540000.0,2026-05-27 14:54:43
284,52,BH25.0052,000225002023000,5.0,1180000.0,5900000.0,2026-05-27 14:54:43
285,52,BH25.0052,000216003008000,1.0,1200000.0,1200000.0,2026-05-27 14:54:43
286,52,BH25.0052,000217003008000,2.0,1250000.0,2500000.0,2026-05-27 14:54:43
287,52,BH25.0052,000218003001000,2.0,1270000.0,2540000.0,2026-05-27 14:54:43
288,52,BH25.0052,000218003008000,2.0,1270000.0,2540000.0,2026-05-27 14:54:43
289,52,BH25.0052,000218002001000,1.0,1180000.0,1180000.0,2026-05-27 14:54:43
290,52,BH25.0052,000218002007000,2.0,1180000.0,2360000.0,2026-05-27 14:54:43
291,52,BH25.0052,000217002007000,1.0,1150000.0,1150000.0,2026-05-27 14:54:43
292,53,BH25.0053,000217004008000,5.0,3055556.0,15277780.0,2026-05-27 14:54:43
293,53,BH25.0053,000231003022000,10.0,3472222.0,34722220.0,2026-05-27 14:54:43
294,53,BH25.0053,000231003002000,10.0,3472222.0,34722220.0,2026-05-27 14:54:43
295,53,BH25.0053,000304002019000,10.0,2407407.0,24074070.0,2026-05-27 14:54:43
296,53,BH25.0053,000304002004000,10.0,2407407.0,24074070.0,2026-05-27 14:54:43
297,53,BH25.0053,1000270020220000,15.0,1388889.0,20833335.0,2026-05-27 14:54:43
298,54,BH25.0054,000305002022000,103.0,1800000.0,185400000.0,2026-05-27 14:54:43
299,57,BH25.0055,000209002007000,5.0,2212962.96,11064815.0,2026-05-27 14:54:43
300,58,BH25.0056,000225002023000,3.0,1618981.48,4856944.0,2026-05-27 14:54:43
301,58,BH25.0056,000225002025000,1.0,1618981.48,1618981.0,2026-05-27 14:54:43
